symbol,subject,file,details,datetime
INDIGO,Press Release,https://nsearchives.nseindia.com/corporate/Indigo1_13032026195941_PressRelease13032026.pdf,"InterGlobe Aviation Limited has informed the Exchange regarding a press release dated March 13, 2026, titled ""IndiGo Introduces 'Fuel Charge' from 14 March 2026"".",2026-03-13 20:06:04+05:30
AXISBANK,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/AXISBANK1_13032026202438_Schedule13032026Signed.pdf,Axis Bank Limited has informed the Exchange about Presentation,2026-03-13 20:26:14+05:30
ETERNAL,Shareholders meeting,https://nsearchives.nseindia.com/corporate/ZOMATO_13032026221115_ETernalvotingreusltsignedfinal.pdf,Eternal limited has filed with the exchange a copy scrutinizer report of Postal Ballot and voting results.,2026-03-13 22:12:32+05:30
SBILIFE,General Updates,https://nsearchives.nseindia.com/corporate/SBILIFE_13032026220000_MP13032026_Signed.pdf,SBI Life Insurance Company Limited has informed the Exchange about General Updates,2026-03-13 22:00:13+05:30
SBILIFE,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/SBILIFE_13032026215732_IM13032026_Signed.pdf,SBI Life Insurance Company Limited has informed the Exchange about Schedule of meet,2026-03-13 21:58:08+05:30
HINDALCO,Rumour Verification - Regulation 30(11),https://nsearchives.nseindia.com/corporate/HINDALCOIND_15032026155029_Reg30_Clarification_signed.pdf,"Clarification regarding the news article titled  Hindalco halts aluminium product sales amid Iran war,  published in mainstream media on March 15, 2026.",2026-03-15 15:54:05+05:30
TRENT,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/TRENT_16032026104327_InvestorAnalystMeeting16032026.pdf,Trent Limited has informed the Exchange about Intimation of schedule of Analyst / Institutional Investor Meeting,2026-03-16 10:44:24+05:30
TATACONSUM,Copy of Newspaper Publication,https://nsearchives.nseindia.com/corporate/Kajal_16032026120416_SE_Intimation_NP_16032026.pdf,TATA CONSUMER PRODUCTS LIMITED has informed the Exchange about Copy of Newspaper Publication,2026-03-16 12:05:26+05:30
HINDUNILVR,Updates,https://nsearchives.nseindia.com/corporate/HINDUNILVR_16032026130019_16032026IntimationofGrantofStockOptionsSIGNED.pdf,Intimation of Grant of Stock Options under HUL Performance Share Plan Scheme 2024,2026-03-16 13:00:42+05:30
BHARTIARTL,Copy of Newspaper Publication,https://nsearchives.nseindia.com/corporate/BHARTIARTL_16032026130705_StxNewsMar16.pdf,Bharti Airtel Limited has informed the Exchange about Copy of Newspaper Publication,2026-03-16 13:07:17+05:30
SUNPHARMA,Press Release,https://nsearchives.nseindia.com/corporate/SUNSEC_16032026162216_SEIntimationforPRforILUMYA.pdf,"Sun Pharmaceutical Industries Limited has informed the Exchange regarding a press release dated March 16, 2026, titled ""Sun Pharma Announces US FDA Acceptance of Supplemental Biologics License (sBLA) Application for ILUMYA® (tildrakizumab-asmn) for the Treatment of Adults with Active Psoriatic Arthritis"".",2026-03-16 16:23:48+05:30
TITAN,General Updates,https://nsearchives.nseindia.com/corporate/TITAN_16032026165535_SECPRedemption16032026.pdf,Titan Company Limited has informed the Exchange about Redemption of Commercial Paper,2026-03-16 16:55:49+05:30
HDFCBANK,Updates,https://nsearchives.nseindia.com/corporate/HDFCBANK3_16032026172631_SELetterESOP16032026.pdf,"HDFC Bank Limited has informed the Exchange regarding 'Allotment of 16,30,554 equity shares under ESOP/RSU'.",2026-03-16 17:28:11+05:30
TRENT,Trading Window,https://nsearchives.nseindia.com/corporate/TRENT_16032026180820_BSENSE31032026.pdf,"Trent Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",2026-03-16 18:08:33+05:30
ULTRACEMCO,Rumour Verification - Regulation 30(11),https://nsearchives.nseindia.com/corporate/ULTRACEMCO1_16032026181634_MPM16032026.pdf,UltraTech Cement Limited has informed the Exchange about Rumour Verification - Regulation 30(11),2026-03-16 18:19:11+05:30
NESTLEIND,General Updates,https://nsearchives.nseindia.com/corporate/NESTLEIND1_16032026181019_Investor_Meet_Outcome_16Mar2026signed.pdf,Nestle India Limited has informed the Exchange about update on a one-on-one meet (virtual) with an institutional investor,2026-03-16 18:15:25+05:30
ICICIBANK,General Updates,https://nsearchives.nseindia.com/corporate/ICICIBANK1_16032026182455_BSENSE.pdf,"ICICI Bank Limited has informed the Exchange about Disclosure under Regulation 30 read with para A of Schedule III and Regulation 46(2) of the Securities and Exchange Board of  India (Listing Obligations and Disclosure Requirements) Regulations, 2015",2026-03-16 18:25:25+05:30
BHARTIARTL,Action(s) taken or orders passed,https://nsearchives.nseindia.com/corporate/BHARTIARTL_16032026183909_Bharti_Airtel_-_Reg_30_disclosure.pdf,Bharti Airtel Limited has informed the Exchange about Action(s) taken or orders passed,2026-03-16 18:41:30+05:30
SBIN,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/SBIN_16032026190635_BSE_NSE_Investor_Outcome_16032026.pdf,State Bank of India has informed the Exchange about Investor Interaction arranged by Morgan Stanley,2026-03-16 19:06:49+05:30
POWERGRID,Trading Window,https://nsearchives.nseindia.com/corporate/POWERGRID1_16032026190750_NSEBSEClosure_16032026.pdf,"Power Grid Corporation of India Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",2026-03-16 19:07:57+05:30
ADANIENT,General Updates,https://nsearchives.nseindia.com/corporate/nishant_joshi_adani_com_16032026191229_AELSEintimationNCLTOrder16032026.pdf,"Adani Enterprises Limited has informed the Exchange about Intimation regarding Sanction of Composite Scheme of Arrangement by Hon ble National Company Law Tribunal, Ahmedabad Bench",2026-03-16 19:12:36+05:30
BAJFINANCE,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/BAJFINANCE_16032026191317_Schedule_of_Analyst_institutional_investor_meet_signed.pdf,Bajaj Finance Limited has informed the Exchange about Schedule of meet,2026-03-16 19:13:43+05:30
RELIANCE,Updates,https://nsearchives.nseindia.com/corporate/kavinavora_16032026191546_SE_16032026.pdf,"Please find attached a media release by the Company, titled  RELIANCE INDUSTRIES SIGNS LANDMARK GREEN AMMONIA BINDING LONG-TERM OFFTAKE AGREEMENT WITH SAMSUNG C&T.",2026-03-16 19:15:56+05:30
INFY,Copy of Newspaper Publication,https://nsearchives.nseindia.com/corporate/Infosys_16032026202227_SEfiling_Newspaperad_16032026.pdf,Infosys Limited has informed the Exchange about Copy of Newspaper Publication,2026-03-16 20:22:45+05:30
MAXHEALTH,ESOP/ESOS/ESPS,https://nsearchives.nseindia.com/corporate/MAXHEALTH_17032026094906_SE_Intimation_Grant_of_ESOPs.pdf,Max Healthcare Institute Limited has informed the Exchange regarding grant of options under Max Healthcare Institute Limited - Employee Stock Option Scheme 2022,2026-03-17 09:54:54+05:30
MAXHEALTH,ESOP/ESOS/ESPS,https://nsearchives.nseindia.com/corporate/MAXHEALTH_17032026100136_SE_Intimation_Allotment_of_Equity_Shares.pdf,Max Healthcare Institute Limited has informed the Exchange regarding allotment of Equity Shares under Max Healthcare Institute Limited - Employee Stock Option Scheme 2022.,2026-03-17 10:02:57+05:30
MARUTI,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/MARUTIASHISH_17032026102744_StxIntimation_InvestorPresentation_17March2026.pdf,Maruti Suzuki India Limited has informed the Exchange about Investor Presentation,2026-03-17 10:29:31+05:30
SUNPHARMA,Updates,https://nsearchives.nseindia.com/corporate/SUNSEC_17032026103702_SEIntimationSSSurveyonRTAServices.pdf,Sun Pharmaceutical Industries Limited has informed the Exchange regarding 'Shareholder Satisfaction Survey on RTA Services'.,2026-03-17 10:38:48+05:30
ICICIBANK,ESOP/ESOS/ESPS,https://nsearchives.nseindia.com/corporate/ICICIBANK1_17032026110536_Lettertoexchange.pdf,ICICI Bank Limited has informed the Exchange regarding Allotment of 243921  Shares.,2026-03-17 11:05:52+05:30
TECHM,Allotment of Securities,https://nsearchives.nseindia.com/corporate/Apekshakhemka_17032026105835_ESOP_allotment_Intimation_2.pdf,"Tech Mahindra Limited has informed the Exchange regarding allotment of 61561 securities pursuant to ESOP/ESPS at its meeting held on March 17, 2026",2026-03-17 10:58:54+05:30
TCS,Updates,https://nsearchives.nseindia.com/corporate/TCS_CORPCS_17032026112200_PR_17Mar26_signed.pdf,Tata Consultancy Services Limited has informed the Exchange regarding 'Press Release-TCS launches Rapid Outcome AI platform powered by NVIDIA'.,2026-03-17 11:30:13+05:30
MARUTI,Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company,https://nsearchives.nseindia.com/corporate/MARUTIASHISH_17032026135930_STxIntimation_DraftAssessOrder_16March2026.pdf,Maruti Suzuki India Limited has informed the Exchange about Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company,2026-03-17 14:03:28+05:30
JIOFIN,Updates,https://nsearchives.nseindia.com/corporate/JIOFINANCIAL_17032026142613_PressNote.pdf,"Press note by the Company, titled  Jio Payments Bank introduces UPI-based cash withdrawal services.",2026-03-17 14:27:06+05:30
ADANIENT,Updates,https://nsearchives.nseindia.com/corporate/ADANIENT_17032026151949_AELJALIntimation.pdf,"Adani Enterprises Limited has informed the Exchange regarding 'Pronouncement of Order dated March 17, 2026 approving the resolution plan submitted by the Company for Jaiprakash Associates Limited'.",2026-03-17 15:22:22+05:30
BEL,Bagging/Receiving of orders/contracts,https://nsearchives.nseindia.com/corporate/BEL_17032026152306_Letter_signed.pdf,Bharat Electronics Limited has informed the Exchange about Bagging/Receiving of orders/contracts,2026-03-17 15:23:30+05:30
TECHM,Acquisition,https://nsearchives.nseindia.com/corporate/Apekshakhemka_17032026162156_SE_intimation_Project_Gulf_F.pdf,Tech Mahindra Limited has informed the Exchange about Acquisition,2026-03-17 16:23:55+05:30
WIPRO,Press Release,https://nsearchives.nseindia.com/corporate/Cslogin_17032026170320_PressRelease17032026.pdf,"Wipro Limited has informed the Exchange regarding a press release dated March 17, 2026, titled ""Wipro and Harness Announce Strategic Collaboration to Accelerate AI-Native Software Delivery for Global Enterprises"".",2026-03-17 17:04:29+05:30
DRREDDY,Action(s) taken or orders passed,https://nsearchives.nseindia.com/corporate/DRREDDY_17032026172349_SE_intimation_GST_Penalty_signed.pdf,Dr. Reddy's Laboratories Limited has informed the Exchange about Action(s) taken or orders passed,2026-03-17 17:24:12+05:30
ASIANPAINT,Trading Window,https://nsearchives.nseindia.com/corporate/ASIANPAINT_17032026174428_StockExchangeIntimation1703.pdf,"Asian Paints Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",2026-03-17 17:45:50+05:30
POWERGRID,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/POWERGRID1_17032026182535_BSENSEReg30Dt17032026.pdf,Power Grid Corporation of India Limited has informed the Exchange about Schedule of meet,2026-03-17 18:25:45+05:30
SUNPHARMA,Shareholders meeting,https://nsearchives.nseindia.com/corporate/SUNSEC_17032026183025_SEintimationforPBnotice.pdf,Sun Pharmaceutical Industries Limited has informed the Exchange regarding Notice of Postal Ballot/E-voting,2026-03-17 18:30:37+05:30
TATASTEEL,Outcome of Board Meeting,https://nsearchives.nseindia.com/corporate/NIDHIFADNAVIS_17032026184018_Board_Outcome_-_March_17_2026.pdf,"Outcome of Board meeting held on March 17, 2026",2026-03-17 18:41:56+05:30
TATASTEEL,Amalgamation/Merger,https://nsearchives.nseindia.com/corporate/NIDHIFADNAVIS_17032026184358_Board_Outcome_-_March_17_2026.pdf,Tata Steel Limited has informed the Exchange about Scheme of Amalgamation amongst Neelachal Ispat Nigam Limited and Tata Steel Limited and their respective shareholders,2026-03-17 18:45:14+05:30
TATASTEEL,Acquisition,https://nsearchives.nseindia.com/corporate/NIDHIFADNAVIS_17032026184625_Board_Outcome_-_March_17_2026.pdf,"Tata Steel Limited has informed the Exchange about investment through subscription to equity shares of T Steel Holdings Pte. Ltd., wholly owned subsidiary company of Tata Steel Limited",2026-03-17 18:47:39+05:30
TATASTEEL,Acquisition,https://nsearchives.nseindia.com/corporate/NIDHIFADNAVIS_17032026184842_Board_Outcome_-_March_17_2026.pdf,"Tata Steel Limited has informed the Exchange about acquisition of stake in Medica TS Hospital Private Limited, subsidiary company of Tata Steel Limited",2026-03-17 18:51:05+05:30
M&M,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/NishaMandhana_17032026185702_Concluded17032026.pdf,Mahindra & Mahindra Limited has informed the Exchange about Outcome of Analyst/Investor Meet,2026-03-17 18:58:10+05:30
AXISBANK,ESOP/ESOS/ESPS,https://nsearchives.nseindia.com/corporate/AXISBANK1_17032026185758_SE17032026.pdf,Axis Bank Limited has informed the Exchange regarding Allotment of 327688  Shares.,2026-03-17 18:58:59+05:30
NESTLEIND,General Updates,https://nsearchives.nseindia.com/corporate/NESTLEIND1_17032026185806_Investor_Meet_Outcome_17Mar2026signed.pdf,Nestle India Limited has informed the Exchange about Update on a one-on-one meet (virtual) with an institutional investor held on 17th March 2026,2026-03-17 18:58:24+05:30
M&M,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/NishaMandhana_17032026190737_UpcomingAnalystMeet23032026.pdf,Mahindra & Mahindra Limited has informed the Exchange about Schedule of meet,2026-03-17 19:08:18+05:30
BAJFINANCE,Change in Management,https://nsearchives.nseindia.com/corporate/BAJFINANCE_17032026205813_ClassificationasSMPTusharDeb_signed.pdf,Bajaj Finance Limited has informed the Exchange about change in Management,2026-03-17 20:58:22+05:30
SBIN,Press Release,https://nsearchives.nseindia.com/corporate/SBIN1_17032026205840_BSE_NSE_Press_Release_Tier_2_Bond_17032026dsc.pdf,"State Bank Of India has informed the Exchange regarding a press release dated March 17, 2026, titled ""Press Release - Raising of Tier 2 Bonds"".",2026-03-17 20:59:36+05:30
M&M,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/NishaMandhana_17032026205854_Concluded17032026Nomura.pdf,Mahindra & Mahindra Limited has informed the Exchange about Outcome of Analyst/Investor Meet,2026-03-17 20:59:34+05:30
SBIN,General Updates,https://nsearchives.nseindia.com/corporate/SBIN1_17032026210345_Disclosure_-_Bidding_Tier_2_17032026dsc.pdf,State Bank Of India has informed the Exchange about General Updates on raising of Tier 2 Bonds,2026-03-17 21:03:56+05:30
KOTAKBANK,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/Kotakmahindrabank_17032026212539_InvestormeetintimationMar172026.pdf,Kotak Mahindra Bank Limited has informed the Exchange about Schedule of meet,2026-03-17 21:25:52+05:30
BHARTIARTL,Action(s) taken or orders passed,https://nsearchives.nseindia.com/corporate/BHARTIARTL_17032026213636_Bharti_Airtel_-_Reg_30_disclosure.pdf,Bharti Airtel Limited has informed the Exchange about Action(s) taken or orders passed,2026-03-17 21:40:30+05:30
SBILIFE,Allotment of Securities,https://nsearchives.nseindia.com/corporate/SBILIFE_17032026215339_SE_17032026_Signed.pdf,"SBI Life Insurance Company Limited has informed the Exchange regarding allotment of 75325 equity shares pursuant to ESOP through circular resolution of the Board Stakeholders' Relationship and Sustainability Committee passed on March 17, 2026.",2026-03-17 21:53:53+05:30
TATASTEEL,Copy of Newspaper Publication,https://nsearchives.nseindia.com/corporate/NIDHIFADNAVIS_17032026223305_Reg_30_Dupro.pdf,Tata Steel Limited has informed the Exchange about Copy of Newspaper Publication,2026-03-17 22:38:11+05:30
AXISBANK,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/AXISBANK1_17032026224140_Investor_Analyst_Meet_17032026_MS_Signed.pdf,Axis Bank Limited has informed the Exchange about Presentation,2026-03-17 22:41:48+05:30
TATASTEEL,Copy of Newspaper Publication,https://nsearchives.nseindia.com/corporate/NIDHIFADNAVIS_17032026223904_Reg_30_Transfer_of_Shares.pdf,Tata Steel Limited has informed the Exchange about Copy of Newspaper Publication,2026-03-17 22:41:54+05:30
RELIANCE,Action(s) taken or orders passed,https://nsearchives.nseindia.com/corporate/PVIVINMA_18032026004852_RIL_SELetter_180326.pdf,"Disclosure under Regulation 30 of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 is attached.",2026-03-18 00:49:38+05:30
AXISBANK,General Updates,https://nsearchives.nseindia.com/corporate/AXISBANK1_18032026100131_SEIntimationAFLSigned.pdf,Axis Bank Limited has informed the Exchange about General Updates,2026-03-18 10:03:19+05:30
HDFCBANK,Credit Rating,https://nsearchives.nseindia.com/corporate/HDFCBANK3_18032026113454_SE_Intimation-_March_182026.pdf,HDFC Bank Limited has informed the Exchange about Credit Rating,2026-03-18 11:35:11+05:30
TATACONSUM,Copy of Newspaper Publication,https://nsearchives.nseindia.com/corporate/Kajal_18032026114302_SEIntimation18032026.pdf,TATA CONSUMER PRODUCTS LIMITED has informed the Exchange about Copy of Newspaper Publication,2026-03-18 11:43:35+05:30
TCS,Updates,https://nsearchives.nseindia.com/corporate/TCS_CORPCS_18032026122452_PR_18Mar26_signed.pdf,Tata Consultancy Services Limited has informed the Exchange regarding 'Press Release - TCS and Pearson partner to accelerate AI-powered learning for global industries'.,2026-03-18 12:30:13+05:30
HCLTECH,Updates,https://nsearchives.nseindia.com/corporate/HCLTECH_18032026140546_Release18March2026_AWS.pdf,Release    HCLTech named AWS European Sovereign Cloud launch partner '.,2026-03-18 14:06:07+05:30
ITC,ESOP/ESOS/ESPS,https://nsearchives.nseindia.com/corporate/ITC_18032026152045_SE.pdf,ITC Limited has informed the Exchange regarding Allotment of 238850   Shares.,2026-03-18 15:21:00+05:30
INFY,Updates,https://nsearchives.nseindia.com/corporate/Infosys_18032026153551_SEfiling_Reg30disclosure_18032026.pdf,Infosys Limited has informed the Exchange regarding 'Disclosure Under Regulation 30 Of SEBI LODR Regulations'.,2026-03-18 15:36:05+05:30
ULTRACEMCO,Acquisition,https://nsearchives.nseindia.com/corporate/ULTRACEMCO1_18032026160322_Sunsure_Solarpark_Seven_Private_Limited_-_Disclosure_format.pdf,UltraTech Cement Limited has informed the Exchange about Acquisition,2026-03-18 16:03:44+05:30
SUNPHARMA,Copy of Newspaper Publication,https://nsearchives.nseindia.com/corporate/SUNSEC_18032026161257_SEIntimation_Postal_Ballot1_signed.pdf,Sun Pharmaceutical Industries Limited has informed the Exchange about Copy of Newspaper Publication,2026-03-18 16:13:19+05:30
ICICIBANK,Trading Window,https://nsearchives.nseindia.com/corporate/ICICI2022_18032026163355_NSEBSE_18032026.pdf,"ICICI Bank Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",2026-03-18 16:35:06+05:30
HDFCLIFE,ESOP/ESOS/ESPS,https://nsearchives.nseindia.com/corporate/PRASAD_18032026164646_ESOPSEIntimationMarchSIGNED.pdf,HDFC Life Insurance Company Limited has informed the Exchange regarding Allotment of 203686  Shares.,2026-03-18 16:47:21+05:30
BAJAJ-AUTO,Outcome of Board Meeting,https://nsearchives.nseindia.com/corporate/lkwalimbe_bajajauto_co_in_18032026174436_SE_-__ED_PS.pdf,"Bajaj Auto Limited has informed the Exchange regarding Outcome of Board Meeting held on March 18, 2026 -  Re-appointment of Whole-time Director of the Company.",2026-03-18 17:44:49+05:30
ICICIBANK,General Updates,https://nsearchives.nseindia.com/corporate/ICICI2022_18032026175659_NSEBSE_18032026.pdf,"ICICI Bank Limited has informed the Exchange about the Redemption of USD 800,000,000 notes issued under Global Medium TermNote Programme.",2026-03-18 17:57:41+05:30
INFY,Updates,https://nsearchives.nseindia.com/corporate/Infosys_18032026182417_PR_18032026.pdf,Infosys Limited has informed the Exchange regarding 'Ethisphere recognizes Infosys among 2026 World s Most Ethical Companies®'.,2026-03-18 18:24:30+05:30
INDIGO,Credit Rating- Others,https://nsearchives.nseindia.com/corporate/Indigo1_18032026182831_Credit_Rating_ICRA_18032026.pdf,InterGlobe Aviation Limited has informed the Exchange about Credit Rating- Others,2026-03-18 18:29:16+05:30
HCLTECH,Updates,https://nsearchives.nseindia.com/corporate/HCLTECH_18032026184230_Release18March2026_Etisphere.pdf,HCL Technologies Limited has informed the Exchange regarding 'Release    HCLTech named as one of the World's Most Ethical Companies® by Ethisphere for third consecutive year '.,2026-03-18 18:42:49+05:30
INDIGO,General Updates,https://nsearchives.nseindia.com/corporate/Indigo1_18032026185019_SE_Disclosure_Land_Acq_18032026.pdf,InterGlobe Aviation Limited has informed the Exchange about General Updates,2026-03-18 18:50:39+05:30
CIPLA,Allotment of Securities,https://nsearchives.nseindia.com/corporate/CIPLA_18032026192844_SEIntimationsigned.pdf,"Cipla Limited has informed the Exchange regarding allotment of 1954 securities pursuant to ESOP/ESPS at its meeting held on March 18, 2026",2026-03-18 19:29:20+05:30
TCS,Copy of Newspaper Publication,https://nsearchives.nseindia.com/corporate/TCS_CORPCS_18032026195033_SE_Intimation_18032026s.pdf,Tata Consultancy Services Limited has informed the Exchange about Copy of Newspaper Publication,2026-03-18 19:53:24+05:30
ETERNAL,General Updates,https://nsearchives.nseindia.com/corporate/ZOMATO_18032026213323_Eternal18Mar2026HaryanaJharkhandSigned.pdf,"Eternal Limited has informed exchange regarding orders received from Additional Commissioner, CGST Gurugram Commissionerate, Gurugram, Haryana and Assistant Commissioner, Ranchi, Jharkhand",2026-03-18 21:34:17+05:30
HDFCBANK,Resignation,https://nsearchives.nseindia.com/corporate/HDFCBANK3_18032026223605_SE_intimation_-_AC.pdf,"HDFC Bank Limited has informed the Exchange regarding Resignation of Mr Atanu Chakraborty  as Chairman of the company w.e.f. March 18, 2026.",2026-03-18 22:38:49+05:30
BHARTIARTL,Updates,https://nsearchives.nseindia.com/corporate/BHARTIARTL_18032026225950_STX_CallMoney.pdf,Bharti Airtel Limited has informed the Exchange regarding 'Update on First and Final Call '.,2026-03-18 23:00:47+05:30
HDFCBANK,General Updates,https://nsearchives.nseindia.com/corporate/HDFCBANK3_19032026023936_SE_intimation_-_AC_-_2nd.pdf,HDFC Bank Limited has informed the Exchange about General Updates,2026-03-19 02:40:20+05:30
HDFCBANK,Resignation of Independent director,https://nsearchives.nseindia.com/corporate/HDFCBANK_ROID_80638_KMP_Doc.zip,HDFC BANK LIMITED has informed the Exchange about Resignation of Independent director.,2026-03-18 23:21:17+05:30
HDFCBANK,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/HDFCBANK_19032026084323_SE_intimation_-_investor_call_-_19_March_2026.pdf,HDFC Bank Limited has informed the Exchange about Schedule of meet,2026-03-19 08:44:05+05:30
NTPC,Updates,https://nsearchives.nseindia.com/corporate/NTPC_19032026103732_20260319_STEX_NGEL_COMMISSIONING.pdf,NTPC Limited has informed the Exchange regarding 'Declaration of COD of fourth partcapacity of 165 MW out of 1200 MW Khavda-II Solar PV Project located in Gujarat of NTPCRenewable Energy Limited'.,2026-03-19 10:37:52+05:30
HDFCBANK,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/HDFCBANK2_19032026133235_Audio_recording.pdf,HDFC Bank Limited has informed the Exchange about Link of Recording,2026-03-19 13:35:38+05:30
HCLTECH,Updates,https://nsearchives.nseindia.com/corporate/HCLTECH_19032026134223_Release19March2026.pdf,HCL Technologies Limited has informed the Exchange regarding 'Release    HCLTech named a Leader in Everest Group Private Cloud Services PEAK Matrix® Assessment 2025 '.,2026-03-19 13:43:10+05:30
TCS,Updates,https://nsearchives.nseindia.com/corporate/TCS_CORPCS_19032026135304_PR_19Mar26_signed.pdf,Tata Consultancy Services Limited has informed the Exchange regarding 'Press Release - Amadeus and TCS announce global strategic partnership to accelerate modern airline retailing'.,2026-03-19 14:00:09+05:30
ITC,Shareholders meeting,https://nsearchives.nseindia.com/corporate/ITC_19032026144314_SE_VotingResults_.pdf,ITC Limited has informed the Exchange regarding voting results of  Postal Ballot,2026-03-19 14:43:30+05:30
ASIANPAINT,Trading Plan under PIT,https://nsearchives.nseindia.com/corporate/ASIANPAINT_19032026145256_SEINTIMATIONTRADINGPLAN.pdf,"Asian Paints Limited has informed the Exchange regarding Trading Plan pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",2026-03-19 14:53:23+05:30
ITC,Appointment,https://nsearchives.nseindia.com/corporate/ITC_19032026144641_SE_Director_.pdf,"ITC Limited has informed the Exchange regarding Appointment of Mr Navin Agarwal as Non- Executive Director of the company w.e.f. April 01, 2026.",2026-03-19 14:46:47+05:30
ICICIBANK,Updates,https://nsearchives.nseindia.com/corporate/ICICI2022_19032026151044_NSEBSE_19032026.pdf,"ICICI Bank Limited has informed the Exchange regarding 'Disclosure under Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015'.",2026-03-19 15:11:44+05:30
HDFCBANK,General Updates,https://nsearchives.nseindia.com/corporate/HDFCBANK3_19032026154030_SE_Intimation-_RBI_Statement.pdf,HDFC Bank Limited has informed the Exchange about General Updates,2026-03-19 15:40:50+05:30
NESTLEIND,Capacity addition,https://nsearchives.nseindia.com/corporate/NESTLEIND1_19032026160606_BSENSEMunch19032026signed.pdf,"Nestle India Limited has informed the Exchange about  the addition of a new Munch production line at the Sanand Factory, Gujarat",2026-03-19 16:07:32+05:30
LT,Scheme of Arrangement,https://nsearchives.nseindia.com/corporate/PAM_19032026161557_NSE_BSE_Response.pdf,Larsen & Toubro Limited has informed the Exchange about Scheme of Arrangement,2026-03-19 16:18:00+05:30
TCS,Updates,https://nsearchives.nseindia.com/corporate/TCS_CORPCS_19032026163647_PR19Mar26_2.pdf,"Tata Consultancy Services Limited has informed the Exchange regarding 'Press Release -TCS and ABB strengthen strategic IT, AI, and engineering partnership'.",2026-03-19 16:37:00+05:30
ADANIENT,Updates,https://nsearchives.nseindia.com/corporate/ADANIENT_19032026170553_Intimationconversion_PPtoFP_2ndcall_final.pdf,"Adani Enterprises Limited has informed the Exchange regarding 'Conversion Of Rs. 0.75 Partly Paid-Up Equity Shares Into Rs. 1.00 Fully Paid-Up Equity Shares In Relation To The Rights Issue By Adani Enterprises Limited, Upon Receipt Of The Payment In Respect Of The Second And Final Call Through The ASBA Facility, To The Extent Applicable'.",2026-03-19 17:06:07+05:30
CIPLA,Outcome of Board Meeting,https://nsearchives.nseindia.com/corporate/CIPLA_19032026172750_Signed_OutcomeBoardmeeting19thMarch2026.pdf,"Cipla Limited has informed the Exchange regarding Outcome of Board Meeting held on March 19, 2026.",2026-03-19 17:28:40+05:30
CIPLA,Outcome of Board Meeting,https://nsearchives.nseindia.com/corporate/CIPLA_19032026173251_Signed_OutcomeBoardmeeting19thMarch2026.pdf,"Cipla Limited has informed the Exchange regarding Outcome of Board Meeting held on March 19, 2026 regarding:1. Approved investment upto USD 100 million in the equity share capital of Cipla (EU) Limited, a whollyowned subsidiary of the Company for the purpose of providing onward financial assistance to InvaGen Pharmaceuticals Inc., wholly-owned subsidiary of Cipla (EU) Limited, to meet its capital expenditure, working capital requirements and other general corporate purposes.2. Approved Scheme of Amalgamation of Inzpera Healthsciences Limited ( Transferor Company ), wholly owned subsidiary with the Company ( Transferee Company ). The Scheme of Amalgamation is subject to necessary approvals required under the Companies Act, 2013, including approval of the Hon bleNational Company Law Tribunal, Mumbai. The proposed amalgamation will not have any material impact on the financials of the Company.",2026-03-19 17:33:29+05:30
NTPC,Press Release,https://nsearchives.nseindia.com/corporate/NTPC_19032026174523_20260319_STEX_PRESSRELEASE.pdf,"NTPC Limited has informed the Exchange regarding a press release dated March 19, 2026, titled ""Signing of MoU between NTPC Limited and Octopus Energy Group"".",2026-03-19 17:45:34+05:30
